GameKey,season,home_team,away_team,home_score,away_score,home_team_win,home_AvgGainPerPass,home_AvgGainPerRush,home_AvgGainPlay,home_CompletionPct,home_ExtraPointAttempts,home_ExtraPointSuccesses,home_FGs,home_FairCatches,home_FieldGoalAttempts,home_FieldGoalSuccesses,home_FirstDowns,home_FirstDownsP,home_FirstDownsPn,home_FirstDownsR,home_FourthDown,home_FourthDownConversionAttempts,home_FourthDownConversionSuccesses,home_FourthDownPct,home_Fumbles,home_FumblesLost,home_FumblesOrig,home_GameDateShort,home_GoalToGo,home_GoalToGoConversionAttempts,home_GoalToGoConversionSuccesses,home_GoalToGoPct,home_GrossPuntingAverage,home_GrossYardsPassing,home_Inside20,home_Interceptions,home_KickoffReturnAvg,home_KickoffReturnYards,home_KickoffReturns,home_NPA,home_NetYardsPassing,home_NetYardsRushing,home_PATs,home_PassAttempts,home_PassCompletions,home_PassingFirstDowns,home_Penalties,home_PenaltyFirstDowns,home_PenaltyYards,home_Points,home_PointsOT,home_PointsQ1,home_PointsQ2,home_PointsQ3,home_PointsQ4,home_PuntReturnAvg,home_PuntReturns,home_PuntTouchbacks,home_PuntYards,home_Punts,home_PuntsBlocked,home_PuntsInside20,home_PuntsReturnYards,home_PuntsReturnYardsInverse,home_RedZone,home_RedZoneConversionAttempts,home_RedZoneConversionSuccesses,home_RedZonePct,home_RushingFirstDowns,home_RushingPlays,home_SackYardageLost,home_Safeties,home_Season,home_TDs,home_ThirdDown,home_ThirdDownConversionAttempts,home_ThirdDownConversionSuccesses,home_ThirdDownPct,home_TimeOfPossessionMinutes,home_TimeOfPossessionSeconds,home_TimeofPossession,home_TimesSacked,home_TotalFirstDowns,home_TotalNetYards,home_TotalOffPlays,home_TotalPlays,home_TotalRushingPlays,home_Touchbacks,home_TouchdownsPassing,home_TouchdownsRushing,home_TouchdownsTotal,home_TwoPnt,home_TwoPointPassingAttempts,home_TwoPointPassingSuccesses,home_TwoPointRushingAttempts,home_TwoPointRushingSuccesses,home_YardsLostonSacks,away_AvgGainPerPass,away_AvgGainPerRush,away_AvgGainPlay,away_CompletionPct,away_ExtraPointAttempts,away_ExtraPointSuccesses,away_FGs,away_FairCatches,away_FieldGoalAttempts,away_FieldGoalSuccesses,away_FirstDowns,away_FirstDownsP,away_FirstDownsPn,away_FirstDownsR,away_FourthDown,away_FourthDownConversionAttempts,away_FourthDownConversionSuccesses,away_FourthDownPct,away_Fumbles,away_FumblesLost,away_FumblesOrig,away_GameDateShort,away_GoalToGo,away_GoalToGoConversionAttempts,away_GoalToGoConversionSuccesses,away_GoalToGoPct,away_GrossPuntingAverage,away_GrossYardsPassing,away_Inside20,away_Interceptions,away_KickoffReturnAvg,away_KickoffReturnYards,away_KickoffReturns,away_NPA,away_NetYardsPassing,away_NetYardsRushing,away_PATs,away_PassAttempts,away_PassCompletions,away_PassingFirstDowns,away_Penalties,away_PenaltyFirstDowns,away_PenaltyYards,away_Points,away_PointsOT,away_PointsQ1,away_PointsQ2,away_PointsQ3,away_PointsQ4,away_PuntReturnAvg,away_PuntReturns,away_PuntTouchbacks,away_PuntYards,away_Punts,away_PuntsBlocked,away_PuntsInside20,away_PuntsReturnYards,away_PuntsReturnYardsInverse,away_RedZone,away_RedZoneConversionAttempts,away_RedZoneConversionSuccesses,away_RedZonePct,away_RushingFirstDowns,away_RushingPlays,away_SackYardageLost,away_Safeties,away_Season,away_TDs,away_ThirdDown,away_ThirdDownConversionAttempts,away_ThirdDownConversionSuccesses,away_ThirdDownPct,away_TimeOfPossessionMinutes,away_TimeOfPossessionSeconds,away_TimeofPossession,away_TimesSacked,away_TotalFirstDowns,away_TotalNetYards,away_TotalOffPlays,away_TotalPlays,away_TotalRushingPlays,away_Touchbacks,away_TouchdownsPassing,away_TouchdownsRushing,away_TouchdownsTotal,away_TwoPnt,away_TwoPointPassingAttempts,away_TwoPointPassingSuccesses,away_TwoPointRushingAttempts,away_TwoPointRushingSuccesses,away_YardsLostonSacks
59668,2024,DEN,ATL,38,6,0,8.7,4.0,6.7,84.85%,5,5,1-1,0,1,1,22,14,1,7,1-1,1,1,100.00%,1-0,0,1,11/17,2-2,2,2,100.00%,45.0,307,1,0,0.0,0,0,37.7,295,105,5-5,33,28,14,4,1,45,38,0,7,14,7,10,19.0,3,0,135,3,0,1,57,22,4-4,4,4,100.00%,7,26,12,0,,1-4-0,6-11,11,6,54.55%,30,5,30:05,1,22,400,60,60,26,0,4,1,5,0-0,0,0,0,0,12,5.0,2.4,4.0,64.52%,0,0,2-2,0,2,2,13,10,1,2,2-2,2,2,100.00%,1-0,0,1,11/17,0-0,0,0,0.00%,50.0,197,1,1,0.0,0,0,38.6,176,50,0-0,31,20,10,6,1,52,6,0,3,3,0,0,11.0,2,0,250,5,0,1,22,57,0-1,1,0,0.00%,2,21,21,0,,0-0-0,4-13,13,4,30.77%,29,55,29:55,4,13,226,56,56,21,0,0,0,0,0-0,0,0,0,0,21
59702,2024,DEN,CLV,41,32,1,8.4,4.1,6.6,51.43%,5,5,2-2,1,2,2,19,11,3,5,0-0,0,0,0.00%,0-0,0,0,12/2,2-2,2,2,100.00%,51.2,294,3,2,0.0,0,0,49.6,294,106,5-5,35,18,11,4,3,57,41,0,7,14,10,10,10.0,1,0,256,5,0,3,10,8,2-4,4,2,50.00%,5,26,0,0,,2-1-2,6-13,13,6,46.15%,27,50,27:50,0,19,400,61,61,26,0,1,2,5,0-0,0,0,0,0,0,7.8,3.3,6.6,58.62%,3,3,1-2,1,2,1,28,24,1,3,2-2,2,2,100.00%,0-0,0,0,12/2,3-4,4,3,75.00%,52.0,497,3,3,21.0,21,1,47.0,475,77,3-3,58,34,24,5,1,46,32,0,7,10,8,7,4.0,2,1,312,6,0,3,8,10,3-4,4,3,75.00%,3,23,22,0,,0-4-0,9-19,19,9,47.37%,32,10,32:10,3,28,552,84,84,23,1,4,0,4,1-1,1,1,0,0,22
59725,2024,DEN,IND,31,13,1,3.6,2.7,3.2,60.61%,4,4,1-1,1,1,1,13,5,3,5,0-0,0,0,0.00%,0-0,0,0,12/15,0-0,0,0,0.00%,47.8,130,3,3,0.0,0,0,35.2,121,72,4-4,33,20,5,6,3,58,31,0,0,7,3,21,32.3,3,2,287,6,0,3,97,36,2-2,2,2,100.00%,5,27,9,0,,0-3-1,6-17,17,6,35.29%,28,28,28:28,1,13,193,61,61,27,2,3,0,4,0-0,0,0,0,0,9,4.0,4.7,4.3,44.74%,1,1,2-2,1,2,2,18,8,3,7,2-4,4,2,50.00%,3-3,3,3,12/15,0-0,0,0,0.00%,51.8,172,0,2,0.0,0,0,32.4,161,149,1-1,38,17,8,8,3,69,13,0,7,6,0,0,18.0,2,0,259,5,0,0,36,97,0-1,1,0,0.00%,7,32,11,0,,1-0-0,4-15,15,4,26.67%,31,32,31:32,2,18,310,72,72,32,0,0,1,1,0-0,0,0,0,0,11
59768,2024,DEN,KC,38,0,1,11.1,3.7,6.7,89.66%,5,5,1-1,4,1,1,29,15,0,14,2-2,2,2,100.00%,0-0,0,0,1/5,3-3,3,3,100.00%,44.0,321,1,0,0.0,0,0,42.0,321,158,5-5,29,26,15,5,0,41,38,0,14,10,7,7,0.0,0,0,88,2,0,1,0,4,4-5,5,4,80.00%,14,43,0,0,,1-4-0,10-14,14,10,71.43%,41,49,41:49,0,29,479,72,72,43,0,4,1,5,0-0,0,0,0,0,0,3.2,2.5,3.0,58.82%,0,0,0-1,1,1,0,5,4,1,0,1-2,2,1,50.00%,2-0,0,2,1/5,0-0,0,0,0.00%,49.0,98,3,0,36.0,36,1,45.0,71,27,0-0,17,10,4,3,1,15,0,0,0,0,0,0,4.0,1,1,245,5,0,3,4,0,0-0,0,0,0.00%,0,11,27,0,,0-0-0,1-9,9,1,11.11%,18,11,18:11,5,5,98,33,33,11,1,0,0,0,0-0,0,0,0,0,27
59522,2024,DET,LA,26,20,1,6.7,5.3,6.0,64.29%,2,2,2-2,0,2,2,21,7,2,12,1-1,1,1,100.00%,0-0,0,0,9/8,2-3,3,2,66.67%,57.5,217,2,1,0.0,0,0,47.5,200,163,2-2,28,18,7,6,2,56,26,6,0,10,7,3,6.0,3,2,230,4,0,2,18,0,2-4,4,2,50.00%,12,31,17,0,,2-1-0,6-13,13,6,46.15%,29,45,29:45,2,21,363,61,61,31,2,1,2,3,0-0,0,0,0,0,17,6.0,3.6,5.2,69.39%,2,2,2-2,1,2,2,26,15,3,8,1-2,2,1,50.00%,0-0,0,0,9/8,2-4,4,2,50.00%,47.0,317,0,1,20.0,20,1,41.0,304,83,2-2,49,34,15,6,3,50,20,0,3,0,7,10,0.0,1,0,141,3,0,0,0,18,2-5,5,2,40.00%,8,23,13,0,,1-1-0,5-12,12,5,41.67%,34,56,34:56,2,26,387,74,74,23,0,1,1,2,0-0,0,0,0,0,13
59528,2024,DET,TB,16,20,0,5.8,5.1,5.6,62.50%,1,1,3-3,1,3,3,26,16,3,7,3-5,5,3,60.00%,0-0,0,0,9/15,1-2,2,1,50.00%,33.5,324,2,2,27.0,81,3,33.5,324,139,1-1,56,35,16,4,3,71,16,0,3,3,10,0,10.7,3,0,67,2,0,2,32,0,1-7,7,1,14.29%,7,27,0,0,,1-0-0,7-17,17,7,41.18%,33,53,33:53,0,26,463,83,83,27,0,0,1,1,0-0,0,0,0,0,0,6.1,3.0,4.6,63.16%,2,2,2-2,1,2,2,14,9,2,3,0-0,0,0,0.00%,2-0,0,2,9/15,0-1,1,0,0.00%,46.0,185,2,1,0.0,0,0,39.6,146,70,2-2,19,12,9,4,2,35,20,0,6,7,7,0,0.0,0,0,230,5,0,2,0,32,1-2,2,1,50.00%,3,23,39,0,,1-1-0,2-10,10,2,20.00%,26,7,26:07,5,14,216,47,47,23,0,1,1,2,0-0,0,0,0,0,39
59571,2024,DET,SEA,42,29,1,12.4,4.1,7.8,100.00%,6,6,0-0,1,0,0,21,12,1,8,0-0,0,0,0.00%,0-0,0,0,9/30,5-5,5,5,100.00%,46.7,299,0,0,26.0,26,1,46.3,273,116,6-6,19,19,12,12,1,101,42,0,7,14,14,7,6.0,1,0,140,3,0,0,6,1,5-5,5,5,100.00%,8,28,26,0,,3-3-0,3-6,6,3,50.00%,25,56,25:56,3,21,389,50,50,28,0,3,3,6,0-0,0,0,0,0,26,6.5,7.0,6.6,67.86%,3,3,0-1,1,1,0,38,22,6,10,1-2,2,1,50.00%,1-1,1,1,9/30,3-4,4,3,75.00%,44.3,395,2,1,27.0,54,2,35.7,383,133,3-3,56,38,22,8,6,70,29,0,0,7,13,9,0.5,2,1,133,3,0,2,1,6,3-4,4,3,75.00%,10,19,12,1,,3-1-0,5-10,10,5,50.00%,34,4,34:04,3,38,516,78,78,19,1,1,3,4,0-1,1,0,0,0,12
59617,2024,DET,TEN,52,14,1,2.7,6.8,4.8,78.95%,7,7,1-1,1,1,1,17,9,3,5,0-0,0,0,0.00%,2-0,0,2,10/27,5-5,5,5,100.00%,61.0,94,3,0,72.0,72,1,56.2,61,164,7-7,19,15,9,3,3,29,52,0,14,21,17,0,38.0,5,0,305,5,0,3,190,24,5-5,5,5,100.00%,5,24,33,0,,2-4-1,3-9,9,3,33.33%,24,23,24:23,4,17,225,47,47,24,0,4,2,7,0-0,0,0,0,0,33,6.6,4.9,5.9,57.89%,2,2,0-0,1,0,0,23,12,2,9,1-2,2,1,50.00%,3-2,2,3,10/27,1-2,2,1,50.00%,49.3,266,2,2,29.0,29,1,17.7,258,158,2-2,38,22,12,8,2,60,14,0,7,7,0,0,8.0,3,0,296,6,0,2,24,190,2-4,4,2,50.00%,9,32,8,0,,1-1-0,3-11,11,3,27.27%,35,37,35:37,1,23,416,71,71,32,0,1,1,2,0-0,0,0,0,0,8
59662,2024,DET,JAX,52,6,0,13.6,4.6,8.5,81.82%,7,7,1-1,1,1,1,38,22,2,14,3-3,3,3,100.00%,0-0,0,0,11/17,5-5,5,5,100.00%,0.0,449,0,0,0.0,0,0,0.0,449,196,7-7,33,27,22,4,2,46,52,0,7,21,14,10,10.0,3,0,0,0,0,0,30,0,5-5,5,5,100.00%,14,43,0,0,,3-4-0,6-10,10,6,60.00%,39,6,39:06,0,38,645,76,76,43,0,4,3,7,0-0,0,0,0,0,0,4.3,2.4,3.6,58.62%,0,0,2-2,0,2,2,10,7,1,2,1-2,2,1,50.00%,0-0,0,0,11/17,0-0,0,0,0.00%,53.4,138,3,1,29.0,58,2,47.4,129,41,0-0,29,17,7,6,1,40,6,0,3,3,0,0,0.0,0,0,267,5,0,3,0,30,0-1,1,0,0.00%,2,17,9,0,,0-0-0,2-10,10,2,20.00%,20,54,20:54,1,10,170,47,47,17,0,0,0,0,0-0,0,0,0,0,9
59687,2024,DET,CHI,23,20,1,5.9,5.9,5.9,61.76%,2,2,3-4,0,4,3,25,12,3,10,1-1,1,1,100.00%,2-1,1,2,11/28,2-3,3,2,66.67%,50.0,221,2,0,23.0,23,1,50.0,211,194,2-2,34,21,12,6,3,79,23,0,3,13,7,0,10.5,4,0,100,2,0,2,42,0,2-5,5,2,40.00%,10,33,10,0,,0-2-0,5-14,14,5,35.71%,35,14,35:14,2,25,405,69,69,33,0,2,0,2,0-0,0,0,0,0,10,5.1,5.2,5.1,51.28%,2,2,0-0,1,0,0,17,11,3,3,0-2,2,0,0.00%,0-0,0,0,11/28,1-1,1,1,100.00%,55.8,256,1,0,24.0,24,1,45.3,223,78,2-2,39,20,11,8,3,78,20,0,0,0,7,13,0.0,0,0,223,4,0,1,0,42,1-1,1,1,100.00%,3,15,33,0,,0-3-0,7-15,15,7,46.67%,24,46,24:46,5,17,301,59,59,15,0,3,0,3,0-1,1,0,0,0,33
59703,2024,DET,GB,34,31,1,6.7,3.3,5.1,78.05%,4,4,2-2,3,2,2,27,18,2,7,4-5,5,4,80.00%,0-0,0,0,12/5,4-4,4,4,100.00%,46.0,283,0,1,0.0,0,0,46.0,280,111,4-4,41,32,18,7,2,56,34,0,7,10,7,10,0.0,0,0,92,2,0,0,0,0,4-5,5,4,80.00%,7,34,3,0,,1-3-0,7-15,15,7,46.67%,36,6,36:06,1,27,391,76,76,34,0,3,1,4,0-0,0,0,0,0,3,9.5,4.1,6.6,60.00%,4,4,1-1,2,1,1,17,7,3,7,0-0,0,0,0.00%,1-1,1,1,12/5,3-4,4,3,75.00%,41.7,206,2,0,0.0,0,0,41.7,199,99,4-4,20,12,7,7,3,59,31,0,0,7,14,10,0.0,0,0,125,3,0,2,0,0,4-5,5,4,80.00%,7,24,7,0,,3-1-0,1-5,5,1,20.00%,23,54,23:54,1,17,298,45,45,24,0,1,3,4,0-0,0,0,0,0,7
59726,2024,DET,BUF,42,48,0,7.6,3.2,6.8,64.41%,6,6,0-1,0,1,0,30,27,0,3,3-3,3,3,100.00%,2-1,1,2,12/15,2-2,2,2,100.00%,55.7,494,1,0,0.0,0,0,49.0,473,48,6-6,59,38,27,5,0,41,42,0,0,14,7,21,0.0,0,0,167,3,0,1,0,20,5-5,5,5,100.00%,3,15,21,0,,1-5-0,6-13,13,6,46.15%,27,18,27:18,3,30,521,77,77,15,0,5,1,6,0-0,0,0,0,0,21,10.6,5.8,8.2,67.65%,6,6,2-3,0,3,2,28,15,2,11,1-1,1,1,100.00%,0-0,0,0,12/15,5-7,7,5,71.43%,51.0,362,1,0,38.0,38,1,51.0,362,197,6-6,34,23,15,6,2,49,48,0,14,7,14,13,6.7,3,0,51,1,0,1,20,0,5-7,7,5,71.43%,11,34,0,0,,4-2-0,5-10,10,5,50.00%,32,42,32:42,0,28,559,68,68,34,0,2,4,6,0-0,0,0,0,0,0
59769,2024,DET,MIN,31,9,0,6.2,5.7,6.0,81.82%,4,4,1-1,0,1,1,24,14,1,9,2-4,4,2,50.00%,0-0,0,0,1/5,1-1,1,1,100.00%,51.0,231,1,2,0.0,0,0,45.0,216,178,4-4,33,27,14,8,1,49,31,0,7,3,7,14,7.7,3,0,102,2,0,1,23,12,3-3,3,3,100.00%,9,31,15,0,,3-1-0,5-12,12,5,41.67%,36,12,36:12,2,24,394,66,66,31,0,1,3,4,0-0,0,0,0,0,15,3.3,6.3,4.2,43.90%,0,0,3-4,0,4,3,14,7,4,3,0-3,3,0,0.00%,0-0,0,0,1/5,0-3,3,0,0.00%,51.7,166,0,0,0.0,0,0,44.0,142,120,0-0,41,18,7,6,4,30,9,0,0,6,3,0,6.0,2,0,155,3,0,0,12,23,0-4,4,0,0.00%,3,19,24,0,,0-0-0,3-13,13,3,23.08%,23,48,23:48,2,14,262,62,62,19,0,0,0,0,0-0,0,0,0,0,24
59529,2024,GB,IND,16,10,1,8.7,4.9,5.7,85.71%,1,1,3-4,1,4,3,19,6,0,13,0-0,0,0,0.00%,2-1,1,2,9/15,0-1,1,0,0.00%,46.3,122,3,0,0.0,0,0,46.3,122,261,1-1,14,12,6,6,0,50,16,0,10,0,3,3,0.0,1,0,139,3,0,3,0,0,1-3,3,1,33.33%,13,53,0,0,,0-1-0,10-17,17,10,58.82%,40,11,40:11,0,19,383,67,67,53,0,1,0,1,0-0,0,0,0,0,0,5.7,7.8,6.4,50.00%,1,1,1-2,2,2,1,19,10,1,8,1-2,2,1,50.00%,3-0,0,3,9/15,1-1,1,1,100.00%,53.7,204,2,3,0.0,0,0,47.0,198,140,1-1,34,17,10,3,1,20,10,0,0,0,3,7,0.0,0,1,161,3,0,2,0,0,1-2,2,1,50.00%,8,18,6,0,,0-1-0,2-9,9,2,22.22%,19,49,19:49,1,19,338,53,53,18,1,1,0,1,0-0,0,0,0,0,6
59560,2024,GB,MIN,29,31,0,6.9,4.5,6.3,59.26%,3,3,0-2,1,2,0,24,19,2,3,0-2,2,0,0.00%,1-1,1,1,9/29,1-1,1,1,100.00%,60.0,389,2,3,0.0,0,0,56.7,379,86,3-3,54,32,19,8,2,68,29,0,0,7,0,22,1.0,1,0,180,3,0,2,1,10,4-5,5,4,80.00%,3,19,10,0,,0-4-0,4-12,12,4,33.33%,27,45,27:45,1,24,465,74,74,19,0,4,0,4,1-1,1,1,0,0,10,8.5,3.5,5.8,71.43%,4,4,1-1,1,1,1,22,11,3,8,0-1,1,0,0.00%,2-2,2,2,9/29,3-3,3,3,100.00%,45.0,275,3,1,20.5,41,2,40.8,254,120,4-4,28,20,11,7,3,55,31,0,14,14,0,3,5.0,2,1,225,5,0,3,10,1,3-5,5,3,60.00%,8,34,21,0,,1-3-0,4-11,11,4,36.36%,32,15,32:15,2,22,374,64,64,34,1,3,1,4,0-0,0,0,0,0,21
59589,2024,GB,ARZ,34,13,1,8.1,4.7,6.2,68.75%,4,4,2-3,0,3,2,27,15,3,9,1-1,1,1,100.00%,0-0,0,0,10/13,1-1,1,1,100.00%,46.0,258,1,1,30.0,60,2,46.0,258,179,4-4,32,22,15,5,3,40,34,0,7,17,7,3,15.7,3,0,46,1,0,1,47,0,2-4,4,2,50.00%,9,38,0,0,,0-4-0,7-12,12,7,58.33%,36,35,36:35,0,27,437,70,70,38,0,4,0,4,0-0,0,0,0,0,0,6.7,3.9,5.5,68.75%,1,1,2-2,0,2,2,16,8,3,5,0-0,0,0,0.00%,3-3,3,3,10/13,1-1,1,1,100.00%,52.8,214,1,0,26.0,156,6,36.0,214,89,1-1,32,22,8,13,3,100,13,0,0,10,3,0,0.0,0,1,211,4,0,1,0,47,1-3,3,1,33.33%,5,23,0,0,,0-1-0,4-10,10,4,40.00%,23,25,23:25,0,16,303,55,55,23,1,1,0,1,0-0,0,0,0,0,0
59605,2024,GB,HST,24,22,1,5.4,4.1,4.9,72.73%,3,3,1-1,2,1,1,18,12,2,4,0-0,0,0,0.00%,1-1,1,1,10/20,1-1,1,1,100.00%,56.8,220,0,2,29.0,58,2,51.6,195,82,3-3,33,24,12,8,2,55,24,0,0,14,7,3,4.3,3,0,284,5,0,0,13,26,2-2,2,2,100.00%,4,20,25,0,,0-3-0,4-10,10,4,40.00%,28,43,28:43,3,18,277,56,56,20,0,3,0,3,0-0,0,0,0,0,25,2.2,4.3,3.4,47.62%,1,1,3-3,1,3,3,15,6,0,9,0-0,0,0,0.00%,0-0,0,0,10/20,1-1,1,1,100.00%,51.2,86,4,0,42.0,42,1,45.7,55,142,1-1,21,10,6,5,0,55,22,0,3,16,0,3,6.5,4,1,307,6,0,4,26,13,2-4,4,2,50.00%,9,33,31,0,,2-0-0,4-13,13,4,30.77%,31,17,31:17,4,15,197,58,58,33,1,0,2,2,0-1,0,0,1,0,31
59642,2024,GB,DET,14,24,0,7.0,6.0,6.6,58.97%,0,0,2-3,2,3,2,20,10,3,7,2-3,3,2,66.67%,3-0,0,3,11/3,0-0,0,0,0.00%,42.0,273,2,1,26.5,53,2,42.0,273,138,0-0,39,23,10,10,3,67,14,0,3,0,3,8,3.5,2,0,84,2,0,2,7,0,1-4,4,1,25.00%,7,23,0,0,,1-0-0,3-12,12,3,25.00%,28,49,28:49,0,20,411,62,62,23,0,0,1,1,1-1,1,1,0,0,0,6.0,3.9,4.7,81.82%,3,3,1-1,1,1,1,17,8,1,8,2-2,2,2,100.00%,0-0,0,0,11/3,1-2,2,1,50.00%,49.8,145,1,0,33.0,66,2,48.0,137,124,3-3,22,18,8,5,1,51,24,0,0,17,7,0,0.0,0,0,199,4,0,1,0,7,2-4,4,2,50.00%,8,32,8,0,,1-1-1,4-12,12,4,33.33%,31,11,31:11,1,17,261,55,55,32,0,1,1,3,0-0,0,0,0,0,8
59683,2024,GB,SF,38,10,1,6.2,4.0,4.9,56.52%,5,5,1-1,1,1,1,22,9,1,12,1-2,2,1,50.00%,0-0,0,0,11/24,4-4,4,4,100.00%,48.8,163,1,0,21.0,21,1,38.5,156,169,5-5,23,13,9,5,1,40,38,0,10,7,7,14,10.0,2,0,195,4,0,1,20,41,5-5,5,5,100.00%,12,42,7,0,,3-2-0,6-13,13,6,46.15%,36,43,36:43,2,22,325,67,67,42,0,2,3,5,0-0,0,0,0,0,7,6.4,2.8,5.1,58.62%,1,1,1-1,1,1,1,11,8,0,3,0-2,2,0,0.00%,5-2,2,5,11/24,1-1,1,1,100.00%,49.0,199,1,1,25.8,103,4,42.3,197,44,1-1,29,17,8,9,0,77,10,0,0,7,3,0,13.7,3,0,147,3,0,1,41,20,1-1,1,1,100.00%,3,16,2,0,,0-1-0,3-10,10,3,30.00%,23,17,23:17,2,11,241,47,47,16,0,1,0,1,0-0,0,0,0,0,2
59689,2024,GB,MIA,30,17,1,9.8,4.6,7.3,75.00%,3,3,3-3,2,3,3,19,11,1,7,0-0,0,0,0.00%,0-0,0,0,11/28,2-3,3,2,66.67%,43.0,274,3,0,36.5,73,2,36.8,274,114,3-3,28,21,11,7,1,44,30,0,14,10,3,3,0.0,0,1,172,4,0,3,0,5,3-5,5,3,60.00%,7,25,0,0,,1-2-0,5-11,11,5,45.45%,26,56,26:56,0,19,388,53,53,25,1,2,1,3,0-0,0,0,0,0,0,6.6,2.8,5.8,80.43%,0,0,1-1,0,1,1,21,20,0,1,3-5,5,3,60.00%,2-1,1,2,11/28,0-2,2,0,0.00%,48.7,365,0,0,27.0,108,4,48.7,336,39,0-0,46,37,20,10,0,75,17,0,0,3,8,6,2.5,2,0,146,3,0,0,5,0,2-4,4,2,50.00%,1,14,29,0,,0-2-0,4-14,14,4,28.57%,33,4,33:04,5,21,375,65,65,14,0,2,0,2,1-2,2,1,0,0,29
59747,2024,GB,NO,34,0,1,7.2,4.8,5.9,56.67%,4,4,2-2,4,2,2,24,10,0,14,3-3,3,3,100.00%,0-0,0,0,12/23,4-4,4,4,100.00%,46.5,216,0,0,38.0,38,1,36.5,216,188,4-4,30,17,10,6,0,60,34,0,7,14,3,10,0.0,0,1,93,2,0,0,0,0,4-4,4,4,100.00%,14,39,0,0,,3-1-0,6-13,13,6,46.15%,37,13,37:13,0,24,404,69,69,39,1,1,3,4,0-0,0,0,0,0,0,3.9,3.4,3.7,50.00%,0,0,0-0,0,0,0,14,9,2,3,0-2,2,0,0.00%,2-1,1,2,12/23,0-0,0,0,0.00%,39.8,153,3,1,28.2,169,6,39.8,129,67,0-0,30,15,9,7,2,40,0,0,0,0,0,0,0.0,0,0,159,4,0,3,0,0,0-0,0,0,0.00%,3,20,24,0,,0-0-0,4-11,11,4,36.36%,22,47,22:47,3,14,196,53,53,20,0,0,0,0,0-0,0,0,0,0,24
59770,2024,GB,CHI,22,24,0,6.6,5.5,6.0,68.00%,1,1,3-3,3,3,3,20,7,0,13,0-1,1,0,0.00%,4-2,2,4,1/5,1-1,1,1,100.00%,44.3,205,0,0,22.0,88,4,6.3,184,183,1-1,25,17,7,5,0,45,22,0,3,10,0,9,16.0,1,1,133,3,0,0,16,94,1-3,3,1,33.33%,13,33,21,0,,2-0-0,3-10,10,3,30.00%,30,56,30:56,3,20,367,61,61,33,1,0,2,2,0-1,1,0,0,0,21,4.5,3.2,3.9,70.00%,3,3,1-1,0,1,1,16,10,1,5,1-1,1,1,100.00%,2-1,1,2,1/5,1-1,1,1,100.00%,42.3,148,2,1,29.0,116,4,36.3,141,83,3-3,30,21,10,7,1,45,24,0,7,7,0,10,94.0,1,1,254,6,0,2,94,16,1-1,1,1,100.00%,5,26,7,0,,1-1-1,7-14,14,7,50.00%,29,4,29:04,1,16,224,57,57,26,1,1,1,3,0-0,0,0,0,0,7
59538,2024,HST,CHI,19,13,1,6.0,3.4,5.1,63.89%,1,1,4-4,1,4,4,15,11,0,4,1-1,1,1,100.00%,1-1,1,1,9/15,0-1,1,0,0.00%,44.5,260,2,0,32.7,98,3,44.3,235,75,1-1,36,23,11,12,0,115,19,0,3,13,0,3,3.7,3,0,267,6,0,2,11,1,1-2,2,1,50.00%,4,22,25,0,,0-1-0,4-14,14,4,28.57%,28,47,28:47,3,15,310,61,61,22,0,1,0,1,0-0,0,0,0,0,25,3.0,3.2,3.1,62.16%,1,1,2-2,1,2,2,15,7,5,3,1-2,2,1,50.00%,0-0,0,0,9/15,1-1,1,1,100.00%,47.3,174,2,2,25.0,50,2,45.5,134,71,1-1,37,23,7,9,5,60,13,0,3,7,0,3,1.0,1,0,284,6,0,2,1,11,1-1,1,1,100.00%,3,22,40,0,,1-0-0,6-17,17,6,35.29%,31,13,31:13,7,15,205,66,66,22,0,0,1,1,0-0,0,0,0,0,40
59561,2024,HST,JAX,24,20,1,8.0,3.9,6.4,67.50%,3,3,1-1,1,1,1,26,20,2,4,0-0,0,0,0.00%,1-1,1,1,9/29,2-2,2,2,100.00%,43.8,345,4,0,0.0,0,0,43.5,334,101,3-3,40,27,20,12,2,93,24,0,7,10,0,7,6.3,3,0,263,6,0,4,19,2,3-4,4,3,75.00%,4,26,11,0,,1-2-0,7-13,13,7,53.85%,33,17,33:17,2,26,435,68,68,26,0,2,1,3,0-0,0,0,0,0,11,4.6,6.6,5.4,54.55%,2,2,2-2,3,2,2,17,11,1,5,0-1,1,0,0.00%,1-0,0,1,9/29,1-2,2,1,50.00%,50.6,169,1,0,20.3,61,3,46.8,155,158,2-2,33,18,11,6,1,44,20,0,10,3,7,0,1.0,2,0,253,5,0,1,2,19,2-3,3,2,66.67%,5,24,14,0,,0-2-0,4-12,12,4,33.33%,26,43,26:43,1,17,313,58,58,24,0,2,0,2,0-0,0,0,0,0,14
