GameKey,season,home_team,away_team,home_score,away_score,home_team_win,home_AvgGainPerPass,home_AvgGainPerRush,home_AvgGainPlay,home_CompletionPct,home_ExtraPointAttempts,home_ExtraPointSuccesses,home_FGs,home_FairCatches,home_FieldGoalAttempts,home_FieldGoalSuccesses,home_FirstDowns,home_FirstDownsP,home_FirstDownsPn,home_FirstDownsR,home_FourthDown,home_FourthDownConversionAttempts,home_FourthDownConversionSuccesses,home_FourthDownPct,home_Fumbles,home_FumblesLost,home_FumblesOrig,home_GameDateShort,home_GoalToGo,home_GoalToGoConversionAttempts,home_GoalToGoConversionSuccesses,home_GoalToGoPct,home_GrossPuntingAverage,home_GrossYardsPassing,home_Inside20,home_Interceptions,home_KickoffReturnAvg,home_KickoffReturnYards,home_KickoffReturns,home_NPA,home_NetYardsPassing,home_NetYardsRushing,home_PATs,home_PassAttempts,home_PassCompletions,home_PassingFirstDowns,home_Penalties,home_PenaltyFirstDowns,home_PenaltyYards,home_Points,home_PointsOT,home_PointsQ1,home_PointsQ2,home_PointsQ3,home_PointsQ4,home_PuntReturnAvg,home_PuntReturns,home_PuntTouchbacks,home_PuntYards,home_Punts,home_PuntsBlocked,home_PuntsInside20,home_PuntsReturnYards,home_PuntsReturnYardsInverse,home_RedZone,home_RedZoneConversionAttempts,home_RedZoneConversionSuccesses,home_RedZonePct,home_RushingFirstDowns,home_RushingPlays,home_SackYardageLost,home_Safeties,home_Season,home_TDs,home_ThirdDown,home_ThirdDownConversionAttempts,home_ThirdDownConversionSuccesses,home_ThirdDownPct,home_TimeOfPossessionMinutes,home_TimeOfPossessionSeconds,home_TimeofPossession,home_TimesSacked,home_TotalFirstDowns,home_TotalNetYards,home_TotalOffPlays,home_TotalPlays,home_TotalRushingPlays,home_Touchbacks,home_TouchdownsPassing,home_TouchdownsRushing,home_TouchdownsTotal,home_TwoPnt,home_TwoPointPassingAttempts,home_TwoPointPassingSuccesses,home_TwoPointRushingAttempts,home_TwoPointRushingSuccesses,home_YardsLostonSacks,away_AvgGainPerPass,away_AvgGainPerRush,away_AvgGainPlay,away_CompletionPct,away_ExtraPointAttempts,away_ExtraPointSuccesses,away_FGs,away_FairCatches,away_FieldGoalAttempts,away_FieldGoalSuccesses,away_FirstDowns,away_FirstDownsP,away_FirstDownsPn,away_FirstDownsR,away_FourthDown,away_FourthDownConversionAttempts,away_FourthDownConversionSuccesses,away_FourthDownPct,away_Fumbles,away_FumblesLost,away_FumblesOrig,away_GameDateShort,away_GoalToGo,away_GoalToGoConversionAttempts,away_GoalToGoConversionSuccesses,away_GoalToGoPct,away_GrossPuntingAverage,away_GrossYardsPassing,away_Inside20,away_Interceptions,away_KickoffReturnAvg,away_KickoffReturnYards,away_KickoffReturns,away_NPA,away_NetYardsPassing,away_NetYardsRushing,away_PATs,away_PassAttempts,away_PassCompletions,away_PassingFirstDowns,away_Penalties,away_PenaltyFirstDowns,away_PenaltyYards,away_Points,away_PointsOT,away_PointsQ1,away_PointsQ2,away_PointsQ3,away_PointsQ4,away_PuntReturnAvg,away_PuntReturns,away_PuntTouchbacks,away_PuntYards,away_Punts,away_PuntsBlocked,away_PuntsInside20,away_PuntsReturnYards,away_PuntsReturnYardsInverse,away_RedZone,away_RedZoneConversionAttempts,away_RedZoneConversionSuccesses,away_RedZonePct,away_RushingFirstDowns,away_RushingPlays,away_SackYardageLost,away_Safeties,away_Season,away_TDs,away_ThirdDown,away_ThirdDownConversionAttempts,away_ThirdDownConversionSuccesses,away_ThirdDownPct,away_TimeOfPossessionMinutes,away_TimeOfPossessionSeconds,away_TimeofPossession,away_TimesSacked,away_TotalFirstDowns,away_TotalNetYards,away_TotalOffPlays,away_TotalPlays,away_TotalRushingPlays,away_Touchbacks,away_TouchdownsPassing,away_TouchdownsRushing,away_TouchdownsTotal,away_TwoPnt,away_TwoPointPassingAttempts,away_TwoPointPassingSuccesses,away_TwoPointRushingAttempts,away_TwoPointRushingSuccesses,away_YardsLostonSacks
59576,2024,HST,BUF,23,20,1,8.5,3.4,6.3,73.68%,2,2,3-3,2,3,3,18,13,0,5,0-1,1,0,0.00%,1-1,1,1,10/6,0-0,0,0,0.00%,44.2,331,2,1,31.0,31,1,43.2,331,94,2-2,38,28,13,7,0,65,23,0,14,3,3,3,16.5,4,0,221,5,0,2,66,5,1-2,2,1,50.00%,5,28,0,0,,1-1-0,8-16,16,8,50.00%,33,10,33:10,1,18,425,67,67,28,0,1,1,2,0-0,0,0,0,0,0,4.1,5.4,4.7,30.00%,2,2,2-2,1,2,2,16,5,2,9,1-1,1,1,100.00%,0-0,0,0,10/6,1-2,2,1,50.00%,50.1,131,5,0,26.0,26,1,41.9,126,150,2-2,30,9,5,4,2,25,20,0,3,0,14,3,5.0,1,0,401,8,0,5,5,66,1-3,3,1,33.33%,9,28,5,0,,1-1-0,3-14,14,3,21.43%,26,50,26:50,1,16,276,59,59,28,0,1,1,2,0-0,0,0,0,0,5
59618,2024,HST,IND,23,20,1,6.8,3.3,5.3,67.57%,2,2,3-3,4,3,3,21,15,1,5,0-0,0,0,0.00%,1-1,1,1,10/27,1-2,2,1,50.00%,42.8,285,5,0,39.0,78,2,40.8,267,96,2-2,37,25,15,5,1,30,23,0,3,14,3,3,11.5,2,0,257,6,0,5,23,12,2-6,6,2,33.33%,5,29,18,0,,1-1-0,4-13,13,4,30.77%,35,20,35:20,2,21,363,68,68,29,0,1,1,2,0-0,0,0,0,0,18,3.8,6.3,4.8,31.25%,2,2,2-2,1,2,2,17,7,0,10,2-2,2,2,100.00%,2-1,1,2,10/27,1-2,2,1,50.00%,47.2,175,2,1,45.5,91,2,43.3,140,163,2-2,32,10,7,9,0,57,20,0,10,0,3,7,6.0,2,0,283,6,0,2,12,23,1-2,2,1,50.00%,10,26,35,0,,1-1-0,2-13,13,2,15.38%,24,40,24:40,5,17,303,63,63,26,0,1,1,2,0-0,0,0,0,0,35
59658,2024,HST,DET,23,26,0,5.2,2.0,3.8,57.58%,2,2,3-4,1,4,3,16,12,1,3,0-0,0,0,0.00%,1-0,0,1,11/10,1-2,2,1,50.00%,55.0,232,2,2,0.0,0,0,52.0,192,56,2-2,33,19,12,4,1,30,23,0,10,13,0,0,14.3,3,0,275,5,0,2,43,15,2-4,4,2,50.00%,3,28,40,0,,1-1-0,6-15,15,6,40.00%,32,28,32:28,4,16,248,65,65,28,0,1,1,2,0-0,0,0,0,0,40,8.0,3.3,5.6,50.00%,2,2,2-2,1,2,2,19,11,1,7,0-0,0,0,0.00%,1-0,0,1,11/10,2-2,2,2,100.00%,47.0,240,1,5,0.0,0,0,36.3,240,105,2-2,30,15,11,4,1,61,26,0,0,7,6,13,5.0,3,0,188,4,0,1,15,43,2-3,3,2,66.67%,7,32,0,0,,1-2-0,7-12,12,7,58.33%,27,32,27:32,0,19,345,62,62,32,0,2,1,3,0-1,0,0,1,0,0
59677,2024,HST,TEN,27,32,0,5.9,2.4,4.8,60.61%,3,3,2-3,0,3,2,12,11,1,0,0-0,0,0,0.00%,0-0,0,0,11/24,0-1,1,0,0.00%,48.0,247,4,2,36.8,147,4,47.6,220,40,3-3,33,20,11,11,1,81,27,0,7,10,7,3,4.8,5,0,240,5,0,4,24,2,2-4,4,2,50.00%,0,17,27,0,,0-2-1,3-13,13,3,23.08%,25,31,25:31,4,12,260,54,54,17,0,2,0,3,0-0,0,0,0,0,27,7.2,4.0,5.6,72.00%,3,3,3-3,2,3,3,19,8,3,8,1-1,1,1,100.00%,3-2,2,3,11/24,0-0,0,0,0.00%,50.0,278,2,1,30.3,91,3,45.2,237,132,3-3,25,18,8,6,3,35,32,0,10,10,3,9,0.7,3,0,250,5,0,2,2,24,1-1,1,1,100.00%,8,33,41,1,,1-2-0,4-14,14,4,28.57%,34,29,34:29,8,19,369,66,66,33,0,2,1,3,0-0,0,0,0,0,41
59719,2024,HST,MIA,20,12,1,3.5,3.9,3.6,69.23%,2,2,2-2,0,2,2,12,8,1,3,1-1,1,1,100.00%,2-1,1,2,12/15,1-2,2,1,50.00%,50.0,131,1,0,0.0,0,0,45.2,104,77,2-2,26,18,8,7,1,70,20,0,3,10,7,0,15.0,3,0,250,5,0,1,45,24,2-3,3,2,66.67%,3,20,27,0,,0-2-0,5-13,13,5,38.46%,26,36,26:36,4,12,181,50,50,20,0,2,0,2,0-0,0,0,0,0,27,4.0,2.7,3.6,72.50%,1,0,2-2,1,2,2,18,11,4,3,2-2,2,2,100.00%,2-1,1,2,12/15,0-0,0,0,0.00%,60.3,196,1,3,24.3,73,3,45.3,172,52,0-1,40,29,11,8,4,64,12,0,0,6,6,0,12.0,2,0,181,3,0,1,24,45,1-2,2,1,50.00%,3,19,24,0,,0-1-0,4-13,13,4,30.77%,33,24,33:24,3,18,224,62,62,19,0,1,0,1,0-0,0,0,0,0,24
59749,2024,HST,BLT,2,31,0,4.1,3.4,3.9,56.25%,0,0,0-0,3,0,0,10,8,1,1,0-2,2,0,0.00%,1-0,0,1,12/25,0-1,1,0,0.00%,48.2,190,3,1,45.0,45,1,43.7,153,58,0-0,32,18,8,5,1,49,2,0,0,2,0,0,0.0,0,1,289,6,0,3,0,7,0-2,2,0,0.00%,1,17,37,1,,0-0-0,4-15,15,4,26.67%,24,39,24:39,5,10,211,54,54,17,1,0,0,0,0-0,0,0,0,0,37,10.1,5.8,7.1,64.71%,4,4,1-1,0,1,1,25,8,1,16,0-0,0,0,0.00%,0-0,0,0,12/25,2-2,2,2,100.00%,41.3,184,2,0,23.0,23,1,36.3,181,251,4-4,17,11,8,3,1,30,31,0,10,7,14,0,3.5,2,1,165,4,0,2,7,0,3-3,3,3,100.00%,16,43,3,0,,2-2-0,4-9,9,4,44.44%,35,21,35:21,1,25,432,61,61,43,1,2,2,4,0-0,0,0,0,0,3
59514,2024,IND,HST,27,29,0,9.5,4.7,7.0,47.37%,3,3,0-0,1,0,0,14,4,1,9,1-2,2,1,50.00%,0-0,0,0,9/8,2-2,2,2,100.00%,50.7,212,3,1,27.3,109,4,50.7,199,104,3-3,19,9,4,4,1,20,27,0,7,0,6,14,0.0,0,0,152,3,0,3,0,0,2-3,3,2,66.67%,9,22,13,0,,2-2-0,5-10,10,5,50.00%,20,0,20:00,2,14,303,43,43,22,0,2,2,4,0-1,0,0,1,0,13,5.7,5.3,5.5,75.00%,2,2,3-3,2,3,3,26,13,2,11,2-2,2,2,100.00%,0-0,0,0,9/8,2-2,2,2,100.00%,28.0,234,0,0,0.0,0,0,28.0,204,213,2-2,32,24,13,5,2,30,29,0,6,6,3,14,0.0,0,0,56,2,1,0,0,0,3-3,3,3,100.00%,11,40,30,0,,1-2-0,7-14,14,7,50.00%,40,0,40:00,4,26,417,76,76,40,0,2,1,3,0-1,0,0,1,0,30
59542,2024,IND,CHI,21,16,1,7.4,4.5,5.7,50.00%,3,3,0-0,1,0,0,15,4,2,9,0-1,1,0,0.00%,0-0,0,0,9/22,2-3,3,2,66.67%,49.0,167,5,2,30.0,30,1,48.2,156,150,3-3,20,10,4,9,2,78,21,0,0,7,7,7,19.0,1,0,245,5,0,5,19,4,2-3,3,2,66.67%,9,33,11,0,,3-0-0,3-12,12,3,25.00%,24,59,24:59,1,15,306,54,54,33,0,0,3,3,0-0,0,0,0,0,11,5.9,2.3,4.7,63.46%,1,1,1-2,3,2,1,26,18,4,4,4-5,5,4,80.00%,1-1,1,1,9/22,1-2,2,1,50.00%,42.3,363,1,2,26.0,26,1,36.0,332,63,1-1,52,33,18,4,4,25,16,0,0,0,3,13,2.0,2,0,127,3,0,1,4,19,2-3,3,2,66.67%,4,28,31,0,,0-2-0,9-21,21,9,42.86%,35,1,35:01,4,26,395,84,84,28,0,2,0,2,0-1,1,0,0,0,31
59562,2024,IND,PIT,27,24,1,7.0,4.2,5.6,63.33%,3,3,2-3,2,3,2,22,13,2,7,0-0,0,0,0.00%,1-0,0,1,9/29,1-1,1,1,100.00%,42.5,239,2,0,0.0,0,0,35.0,225,133,3-3,30,19,13,4,2,38,27,0,14,3,0,10,5.0,1,0,170,4,0,2,5,30,3-5,5,3,60.00%,7,32,14,0,,1-2-0,8-15,15,8,53.33%,28,53,28:53,2,22,358,64,64,32,0,2,1,3,0-0,0,0,0,0,14,7.4,4.1,5.9,64.71%,3,3,1-1,2,1,1,23,11,2,10,0-2,2,0,0.00%,3-2,2,3,9/29,2-2,2,2,100.00%,34.3,312,2,0,0.0,0,0,32.7,282,122,3-3,34,22,11,6,2,53,24,0,0,3,7,14,30.0,1,0,103,3,0,2,30,5,3-4,4,3,75.00%,10,30,30,0,,2-1-0,6-13,13,6,46.15%,31,7,31:07,4,23,404,68,68,30,0,1,2,3,0-0,0,0,0,0,30
59606,2024,IND,MIA,16,10,1,5.4,4.2,4.7,41.67%,1,1,3-3,0,3,3,16,6,0,10,0-0,0,0,0.00%,1-1,1,1,10/20,1-3,3,1,33.33%,48.1,129,0,0,20.0,20,1,42.7,129,155,1-1,24,10,6,4,0,25,16,0,0,3,7,6,6.5,2,1,337,7,0,0,13,18,1-3,3,1,33.33%,10,37,0,0,,1-0-0,4-13,13,4,30.77%,28,49,28:49,0,16,284,61,61,37,1,0,1,1,0-0,0,0,0,0,0,5.3,4.7,5.0,57.69%,1,1,1-2,4,2,1,18,8,1,9,0-1,1,0,0.00%,2-2,2,2,10/20,1-1,1,1,100.00%,47.7,161,3,0,26.0,26,1,45.5,149,188,1-1,26,15,8,6,1,50,10,0,7,3,0,0,9.0,2,0,286,6,0,3,18,13,1-3,3,1,33.33%,9,40,12,0,,0-1-0,6-15,15,6,40.00%,31,11,31:11,2,18,337,68,68,40,0,1,0,1,0-0,0,0,0,0,12
59649,2024,IND,BUF,20,30,0,6.2,5.5,5.9,74.29%,2,2,2-2,1,2,2,19,14,1,4,2-3,3,2,66.67%,2-1,1,2,11/10,1-2,2,1,50.00%,54.0,272,1,3,0.0,0,0,50.0,240,121,2-2,35,26,14,5,1,25,20,0,3,10,0,7,0.0,0,0,108,2,0,1,0,8,2-4,4,2,50.00%,4,22,32,0,,0-2-0,4-11,11,4,36.36%,27,52,27:52,4,19,361,61,61,22,0,2,0,2,0-0,0,0,0,0,32,7.2,4.4,5.9,59.46%,3,3,3-3,1,3,3,21,11,1,9,2-3,3,2,66.67%,1-0,0,1,11/10,1-2,2,1,50.00%,54.5,280,2,2,24.5,49,2,54.5,280,135,3-3,37,22,11,8,1,54,30,0,10,10,0,10,8.0,1,0,109,2,0,2,8,0,2-4,4,2,50.00%,9,31,0,0,,2-0-1,7-14,14,7,50.00%,32,8,32:08,2,21,415,70,70,31,0,0,2,3,0-0,0,0,0,0,0
59678,2024,IND,DET,6,24,1,6.1,4.6,5.5,39.29%,0,0,2-2,2,2,2,11,7,1,3,0-1,1,0,0.00%,2-0,0,2,11/24,0-0,0,0,0.00%,52.8,172,2,0,25.0,25,1,45.3,172,96,0-0,28,11,7,10,1,75,6,0,3,3,0,0,2.0,2,0,317,6,0,2,4,45,0-2,2,0,0.00%,3,21,0,0,,0-0-0,3-12,12,3,25.00%,22,59,22:59,0,11,268,49,49,21,0,0,0,0,0-0,0,0,0,0,0,6.5,4.2,5.4,72.22%,3,3,1-1,2,1,1,26,15,1,10,0-1,1,0,0.00%,1-0,0,1,11/24,3-3,3,3,100.00%,48.0,269,4,0,0.0,0,0,47.0,253,137,3-3,36,26,15,5,1,45,24,0,0,14,7,3,11.3,4,0,192,4,0,4,45,4,3-4,4,3,75.00%,10,33,16,0,,3-0-0,9-15,15,9,60.00%,37,1,37:01,3,26,390,72,72,33,0,0,3,3,0-0,0,0,0,0,16
59739,2024,IND,TEN,38,30,1,10.3,6.7,7.4,63.64%,5,5,1-2,0,2,1,19,6,1,12,1-1,1,1,100.00%,0-0,0,0,12/22,1-1,1,1,100.00%,47.3,131,1,1,31.8,127,4,41.5,123,335,5-5,11,7,6,7,1,62,38,0,0,24,14,0,9.0,2,0,189,4,0,1,18,23,2-3,3,2,66.67%,12,50,8,0,,4-1-0,8-15,15,8,53.33%,33,1,33:01,1,19,458,62,62,50,0,1,4,5,0-0,0,0,0,0,8,6.9,3.0,5.4,67.65%,2,2,0-1,1,1,0,18,11,3,4,0-0,0,0,0.00%,0-0,0,0,12/22,2-2,2,2,100.00%,55.3,252,1,3,34.5,69,2,45.8,242,65,2-2,34,23,11,4,3,35,30,0,7,0,8,15,7.7,3,1,221,4,0,1,23,18,3-3,3,3,100.00%,4,22,10,0,,2-2-0,5-11,11,5,45.45%,26,59,26:59,1,18,307,57,57,22,1,2,2,4,2-2,1,1,1,1,10
59771,2024,IND,JAX,26,23,1,5.9,5.2,5.6,57.50%,2,2,4-5,1,5,4,24,11,1,12,0-1,1,0,0.00%,0-0,0,0,1/5,1-1,1,1,100.00%,50.0,264,3,0,0.0,0,0,46.3,252,177,2-2,40,23,11,3,1,15,26,3,7,13,0,3,4.0,3,0,200,4,0,3,12,15,1-3,3,1,33.33%,12,34,12,0,,1-1-0,5-15,15,5,33.33%,35,58,35:58,3,24,429,77,77,34,0,1,1,2,0-0,0,0,0,0,12,6.1,3.3,4.7,62.50%,2,2,3-3,1,3,3,19,10,0,9,0-1,1,0,0.00%,1-0,0,1,1/5,2-3,3,2,66.67%,50.0,225,2,1,0.0,0,0,47.0,206,113,2-2,32,20,10,4,0,57,23,0,7,6,0,10,7.5,2,0,200,4,0,2,15,12,2-3,3,2,66.67%,9,34,19,0,,1-1-0,5-14,14,5,35.71%,30,51,30:51,2,19,319,68,68,34,0,1,1,2,0-0,0,0,0,0,19
59530,2024,JAX,CLV,13,18,0,5.8,6.0,5.9,46.67%,1,1,2-3,2,3,2,18,9,2,7,0-0,0,0,0.00%,1-0,0,1,9/15,1-3,3,1,33.33%,52.0,220,1,0,12.0,12,1,43.7,196,127,1-1,30,14,9,6,2,52,13,0,0,3,7,3,8.0,1,0,156,3,0,1,8,25,1-4,4,1,25.00%,7,21,24,0,,1-0-0,3-9,9,3,33.33%,25,37,25:37,4,18,323,55,55,21,0,0,1,1,0-0,0,0,0,0,24,4.8,4.3,4.6,64.71%,1,1,3-3,0,3,3,17,7,3,7,3-3,3,3,100.00%,1-0,0,1,9/15,1-1,1,1,100.00%,43.6,186,3,0,25.0,25,1,38.0,172,125,1-1,34,22,7,13,3,100,18,0,7,6,3,2,8.3,3,1,218,5,0,3,25,8,1-1,1,1,100.00%,7,29,14,1,,1-0-0,2-14,14,2,14.29%,34,23,34:23,2,17,297,65,65,29,1,0,1,1,0-0,0,0,0,0,14
59577,2024,JAX,IND,37,34,1,10.9,5.5,8.7,82.35%,4,4,3-3,1,3,3,20,13,1,6,1-2,2,1,50.00%,2-1,1,2,10/6,1-1,1,1,100.00%,51.0,371,1,1,0.0,0,0,45.5,371,126,4-4,34,28,13,3,1,25,37,0,0,13,7,17,22.7,3,0,102,2,0,1,68,11,2-4,4,2,50.00%,6,23,0,0,,2-2-0,3-10,10,3,30.00%,28,28,28:28,0,20,497,57,57,23,0,2,2,4,0-0,0,0,0,0,0,7.1,5.0,6.5,75.56%,4,4,2-2,1,2,2,25,17,1,7,1-1,1,1,100.00%,1-1,1,1,10/6,2-2,2,2,100.00%,52.5,383,2,0,29.0,29,1,35.5,348,99,4-4,45,34,17,5,1,34,34,0,7,3,0,24,11.0,1,0,210,4,0,2,11,68,3-5,5,3,60.00%,7,20,35,0,,1-3-0,7-14,14,7,50.00%,31,32,31:32,4,25,447,69,69,20,0,3,1,4,0-0,0,0,0,0,35
59601,2024,JAX,NE,32,16,1,9.7,4.4,6.2,75.00%,3,3,1-1,2,1,1,23,9,1,13,0-1,1,0,0.00%,0-0,0,0,10/20,3-4,4,3,75.00%,35.0,193,2,0,27.0,27,1,31.0,193,171,3-3,20,15,9,4,1,24,32,0,0,22,3,7,96.0,1,0,70,2,0,2,96,8,3-5,5,3,60.00%,13,39,0,0,,2-1-1,6-10,10,6,60.00%,33,15,33:15,0,23,364,59,59,39,0,1,2,4,1-1,1,1,0,0,0,6.6,2.5,5.5,70.27%,1,1,1-1,0,1,1,17,13,2,2,0-1,1,0,0.00%,0-0,0,0,10/20,0-0,0,0,0.00%,52.3,276,3,0,29.0,29,1,28.3,257,38,1-1,37,26,13,7,2,35,16,0,7,3,0,6,8.0,1,0,209,4,0,3,8,96,2-2,2,2,100.00%,2,15,19,0,,0-2-0,6-12,12,6,50.00%,26,45,26:45,2,17,295,54,54,15,0,2,0,2,0-1,1,0,0,0,19
59619,2024,JAX,GB,27,30,0,9.1,4.0,7.0,65.63%,3,3,2-2,2,2,2,19,14,0,5,1-1,1,1,100.00%,2-1,1,2,10/27,1-1,1,1,100.00%,59.6,308,2,1,25.5,51,2,49.0,299,91,3-3,32,21,14,8,0,59,27,0,0,10,7,10,8.5,2,2,298,5,0,2,17,13,3-3,3,3,100.00%,5,23,9,0,,1-2-0,1-9,9,1,11.11%,25,51,25:51,1,19,390,56,56,23,2,2,1,3,0-0,0,0,0,0,9,9.0,4.4,6.3,66.67%,3,3,3-3,1,3,3,22,11,3,8,0-0,0,0,0.00%,0-0,0,0,10/27,2-4,4,2,50.00%,48.2,252,3,1,0.0,0,0,44.8,252,170,3-3,27,18,11,3,3,20,30,0,0,13,7,10,13.0,1,0,241,5,0,3,13,17,2-6,6,2,33.33%,8,39,0,0,,2-1-0,3-11,11,3,27.27%,34,9,34:09,1,22,422,67,67,39,0,1,2,3,0-0,0,0,0,0,0
59650,2024,JAX,MIN,7,12,1,3.5,3.1,3.3,63.64%,1,1,0-0,1,0,0,10,5,1,4,0-0,0,0,0.00%,1-1,1,1,11/10,1-1,1,1,100.00%,54.8,111,4,2,24.0,24,1,49.0,87,56,1-1,22,14,5,3,1,25,7,0,7,0,0,0,0.0,0,1,274,5,0,4,0,9,1-1,1,1,100.00%,4,18,24,0,,1-0-0,5-11,11,5,45.45%,17,41,17:41,3,10,143,43,43,18,1,0,1,1,0-0,0,0,0,0,24,6.0,3.9,4.9,63.16%,0,0,4-4,2,4,4,28,15,3,10,1-1,1,1,100.00%,0-0,0,0,11/10,0-1,1,0,0.00%,36.0,241,1,3,0.0,0,0,36.0,233,169,0-0,38,24,15,6,3,40,12,0,3,0,3,6,9.0,1,0,72,2,0,1,9,0,0-5,5,0,0.00%,10,43,8,0,,0-0-0,5-14,14,5,35.71%,42,19,42:19,1,28,402,82,82,43,0,0,0,0,0-0,0,0,0,0,8
59693,2024,JAX,HST,20,23,0,6.6,3.9,5.6,57.14%,0,0,2-3,2,3,2,19,13,1,5,2-2,2,2,100.00%,1-0,0,1,12/1,1-1,1,1,100.00%,47.8,276,2,1,22.0,88,4,41.0,276,97,0-0,42,24,13,4,1,30,20,0,0,3,3,14,5.0,1,0,191,4,0,2,5,27,2-4,4,2,50.00%,5,25,0,0,,0-2-0,5-15,15,5,33.33%,27,43,27:43,0,19,373,67,67,25,0,2,0,2,1-2,2,1,0,0,0,6.1,4.3,5.3,64.71%,2,2,3-3,1,3,3,20,10,1,9,1-1,1,1,100.00%,0-0,0,0,12/1,1-2,2,1,50.00%,50.5,242,2,0,0.0,0,0,44.3,218,108,2-2,34,22,10,3,1,15,23,0,0,6,10,7,9.0,3,1,202,4,0,2,27,5,1-3,3,1,33.33%,9,25,24,0,,1-1-0,5-13,13,5,38.46%,32,17,32:17,2,20,326,61,61,25,1,1,1,2,0-0,0,0,0,0,24
59720,2024,JAX,NYJ,25,32,0,5.9,4.7,5.5,67.39%,1,1,4-4,1,4,4,27,13,4,10,0-0,0,0,0.00%,1-0,0,1,12/15,1-3,3,1,33.33%,47.0,294,2,2,31.5,63,2,47.0,285,136,1-1,46,31,13,8,4,106,25,0,7,6,3,9,6.0,2,0,94,2,0,2,12,0,2-4,4,2,50.00%,10,29,9,0,,0-2-0,8-15,15,8,53.33%,34,24,34:24,2,27,421,77,77,29,0,2,0,2,0-1,1,0,0,0,9,8.9,5.4,7.4,53.33%,3,3,1-2,1,2,1,22,10,4,8,1-1,1,1,100.00%,0-0,0,0,12/15,2-2,2,2,100.00%,41.7,289,1,0,0.0,0,0,37.7,275,125,3-3,30,16,10,8,4,62,32,0,7,0,10,15,0.0,0,0,125,3,0,1,0,12,2-3,3,2,66.67%,8,23,14,0,,1-3-0,4-10,10,4,40.00%,25,36,25:36,1,22,400,54,54,23,0,3,1,4,1-1,1,1,0,0,14
59757,2024,JAX,TEN,20,13,1,7.2,3.7,5.2,68.18%,2,2,2-2,0,2,2,18,9,0,9,0-0,0,0,0.00%,0-0,0,0,12/29,1-1,1,1,100.00%,43.3,174,1,0,31.0,62,2,40.3,173,122,2-2,22,15,9,7,0,50,20,0,3,10,0,7,9.0,1,0,130,3,0,1,9,9,2-2,2,2,100.00%,9,33,1,0,,0-2-0,8-13,13,8,61.54%,29,20,29:20,2,18,295,57,57,33,0,2,0,2,0-0,0,0,0,0,1,5.2,5.3,5.3,61.29%,1,1,2-2,0,2,2,23,11,2,10,1-2,2,1,50.00%,2-0,0,2,12/29,0-0,0,0,0.00%,49.7,193,1,1,22.3,67,3,40.0,178,159,1-1,31,19,11,5,2,34,13,0,0,3,7,3,9.0,1,1,149,3,0,1,9,9,1-2,2,1,50.00%,10,30,15,0,,0-1-0,7-14,14,7,50.00%,30,40,30:40,3,23,337,64,64,30,1,1,0,1,0-0,0,0,0,0,15
59508,2024,KC,BLT,27,20,1,9.4,3.6,7.1,71.43%,3,3,2-2,2,2,2,21,15,2,4,0-0,0,0,0.00%,0-0,0,0,9/5,1-1,1,1,100.00%,48.0,291,1,1,28.5,57,2,33.7,281,72,3-3,28,20,15,6,2,45,27,0,7,6,7,7,0.0,0,2,144,3,0,1,0,3,1-3,3,1,33.33%,4,20,10,0,,2-1-0,4-9,9,4,44.44%,26,17,26:17,2,21,353,50,50,20,2,1,2,3,0-0,0,0,0,0,10,6.4,5.8,6.1,63.41%,2,2,2-3,0,3,2,25,11,1,13,1-2,2,1,50.00%,1-1,1,1,9/5,0-2,2,0,0.00%,37.5,273,2,0,0.0,0,0,37.5,267,185,2-2,41,26,11,7,1,64,20,0,7,3,0,10,3.0,1,0,75,2,0,2,3,0,1-4,4,1,25.00%,13,32,6,0,,1-1-0,7-14,14,7,50.00%,33,43,33:43,1,25,452,74,74,32,0,1,1,2,0-0,0,0,0,0,6
59537,2024,KC,CIN,26,25,1,5.1,4.7,4.8,72.00%,2,2,2-2,0,2,2,19,7,3,9,2-2,2,2,100.00%,1-1,1,1,9/15,1-2,2,1,50.00%,56.0,151,2,2,0.0,0,0,51.5,137,149,2-2,25,18,7,4,3,44,26,0,3,7,7,9,6.5,2,0,112,2,0,2,13,9,1-2,2,1,50.00%,9,32,14,0,,0-2-1,1-8,8,1,12.50%,28,31,28:31,2,19,286,59,59,32,0,2,0,3,0-1,1,0,0,0,14,6.3,3.4,5.2,63.89%,2,1,4-4,0,4,4,18,11,1,6,2-2,2,2,100.00%,3-1,1,3,9/15,2-3,3,2,66.67%,49.0,258,0,0,24.0,48,2,42.5,246,74,1-2,36,23,11,8,1,79,25,0,3,13,6,3,9.0,1,0,98,2,0,0,9,13,2-4,4,2,50.00%,6,22,12,0,,0-2-0,4-13,13,4,30.77%,31,29,31:29,3,18,320,61,61,22,0,2,0,2,0-0,0,0,0,0,12
