week,game,away_team,home_team,away_spread_line,away_spread_odds,home_spread_line,home_spread_odds,away_moneyline,home_moneyline,total_line,over_odds,under_odds,scrape_timestamp
8,Denver Broncos @ Houston Texans,Denver Broncos,Houston Texans,-1.5,-104,1.5,-118,-116,-102,38.5,-118,-104,2025-10-23T16:04:49.527042
8,Los Angeles Chargers @ Tennessee Titans,Los Angeles Chargers,Tennessee Titans,-8.5,-110,8.5,-110,-490,380,43.5,-105,-115,2025-10-23T16:04:49.527042
8,Chicago Bears @ Cincinnati Bengals,Chicago Bears,Cincinnati Bengals,-1.5,-110,1.5,-110,-124,106,47.5,-110,-110,2025-10-23T16:04:49.527042
8,Indianapolis Colts @ Pittsburgh Steelers,Indianapolis Colts,Pittsburgh Steelers,-2.5,-114,2.5,-106,-142,120,47.5,-115,-105,2025-10-23T16:04:49.527042
8,San Francisco 49ers @ New York Giants,San Francisco 49ers,New York Giants,-3,-106,3,-114,-154,132,45.5,-110,-110,2025-10-23T16:04:49.527042
8,Minnesota Vikings @ Detroit Lions,Minnesota Vikings,Detroit Lions,8.5,-115,-8.5,-105,350,-460,48.5,-104,-118,2025-10-23T16:04:49.527042
8,New Orleans Saints @ Los Angeles Rams,New Orleans Saints,Los Angeles Rams,12.5,-115,-12.5,-105,530,-770,45.5,-115,-105,2025-10-23T16:04:49.527042
8,Jacksonville Jaguars @ Las Vegas Raiders,Jacksonville Jaguars,Las Vegas Raiders,-3,-110,3,-110,-162,136,43.5,-110,-110,2025-10-23T16:04:49.527042
8,Kansas City Chiefs @ Buffalo Bills,Kansas City Chiefs,Buffalo Bills,-1.5,-110,1.5,-110,-124,106,50.5,-110,-110,2025-10-23T16:04:49.527042
8,Seattle Seahawks @ Washington Commanders,Seattle Seahawks,Washington Commanders,-2.5,-122,2.5,100,-148,126,46.5,-110,-110,2025-10-23T16:04:49.527042
8,Arizona Cardinals @ Dallas Cowboys,Arizona Cardinals,Dallas Cowboys,3,-104,-3,-118,142,-168,51.5,-105,-115,2025-10-23T16:04:49.527042
8,Buffalo Bills @ Carolina Panthers,Buffalo Bills,Carolina Panthers,-7.5,-102,7.5,-120,-400,315,46.5,-110,-110,2025-10-24T18:45:54.951906
8,New York Jets @ Cincinnati Bengals,New York Jets,Cincinnati Bengals,6.5,-115,-6.5,-105,240,-295,44.5,-110,-110,2025-10-24T18:45:54.951906
8,Chicago Bears @ Baltimore Ravens,Chicago Bears,Baltimore Ravens,7,-108,-7,-112,285,-355,49.5,-115,-105,2025-10-24T18:45:54.951906
8,Cleveland Browns @ New England Patriots,Cleveland Browns,New England Patriots,7,-114,-7,-106,275,-340,40.5,-105,-115,2025-10-24T18:45:54.951906
8,San Francisco 49ers @ Houston Texans,San Francisco 49ers,Houston Texans,2.5,-108,-2.5,-112,120,-142,41.5,-115,-105,2025-10-24T18:45:54.951906
8,Miami Dolphins @ Atlanta Falcons,Miami Dolphins,Atlanta Falcons,7.5,-112,-7.5,-108,330,-420,44.5,-114,-106,2025-10-24T18:45:54.951906
8,New York Giants @ Philadelphia Eagles,New York Giants,Philadelphia Eagles,7,-110,-7,-110,285,-355,43.5,-110,-110,2025-10-24T18:45:54.951906
8,Tampa Bay Buccaneers @ New Orleans Saints,Tampa Bay Buccaneers,New Orleans Saints,-4.5,-102,4.5,-120,-210,176,46.5,-106,-114,2025-10-24T18:45:54.951906
8,Tennessee Titans @ Indianapolis Colts,Tennessee Titans,Indianapolis Colts,14.5,-110,-14.5,-110,810,-1350,46.5,-120,-102,2025-10-24T18:45:54.951906
8,Dallas Cowboys @ Denver Broncos,Dallas Cowboys,Denver Broncos,3.5,-115,-3.5,-105,144,-172,50.5,-118,-104,2025-10-24T18:45:54.951906
8,Green Bay Packers @ Pittsburgh Steelers,Green Bay Packers,Pittsburgh Steelers,-3,-102,3,-120,-152,128,45.5,-110,-110,2025-10-24T18:45:54.951906
8,Washington Commanders @ Kansas City Chiefs,Washington Commanders,Kansas City Chiefs,11.5,-102,-11.5,-120,590,-850,47.5,-115,-105,2025-10-24T18:45:54.951906
8,Baltimore Ravens @ Miami Dolphins,Baltimore Ravens,Miami Dolphins,-8.5,-105,8.5,-115,-420,330,48.5,-105,-115,2025-10-24T18:45:54.951906
8,Atlanta Falcons @ New England Patriots,Atlanta Falcons,New England Patriots,3,-110,-3,-110,134,-158,45.5,-105,-115,2025-10-24T18:45:54.951906
8,Carolina Panthers @ Green Bay Packers,Carolina Panthers,Green Bay Packers,10.5,-112,-10.5,-108,440,-590,43.5,-105,-115,2025-10-24T18:45:54.951906
8,Denver Broncos @ Houston Texans,Denver Broncos,Houston Texans,-1.5,-104,1.5,-118,-112,-104,39.5,-105,-115,2025-10-24T18:45:54.951906
8,Los Angeles Chargers @ Tennessee Titans,Los Angeles Chargers,Tennessee Titans,-8.5,-115,8.5,-105,-500,385,43.5,-115,-105,2025-10-24T18:45:54.951906
8,Chicago Bears @ Cincinnati Bengals,Chicago Bears,Cincinnati Bengals,-1.5,-110,1.5,-110,-124,106,47.5,-118,-104,2025-10-24T18:45:54.951906
8,Indianapolis Colts @ Pittsburgh Steelers,Indianapolis Colts,Pittsburgh Steelers,-2.5,-114,2.5,-106,-142,120,47.5,-115,-105,2025-10-24T18:45:54.951906
8,San Francisco 49ers @ New York Giants,San Francisco 49ers,New York Giants,-3,-106,3,-114,-154,130,45.5,-118,-104,2025-10-24T18:45:54.951906
8,Minnesota Vikings @ Detroit Lions,Minnesota Vikings,Detroit Lions,8.5,-110,-8.5,-110,370,-480,47.5,-110,-110,2025-10-24T18:45:54.951906
8,New Orleans Saints @ Los Angeles Rams,New Orleans Saints,Los Angeles Rams,12.5,-115,-12.5,-105,530,-770,45.5,-115,-105,2025-10-24T18:45:54.951906
8,Jacksonville Jaguars @ Las Vegas Raiders,Jacksonville Jaguars,Las Vegas Raiders,-3,-110,3,-110,-162,136,43.5,-110,-110,2025-10-24T18:45:54.951906
8,Kansas City Chiefs @ Buffalo Bills,Kansas City Chiefs,Buffalo Bills,-1.5,-110,1.5,-110,-124,106,50.5,-110,-110,2025-10-24T18:45:54.951906
8,Seattle Seahawks @ Washington Commanders,Seattle Seahawks,Washington Commanders,-2.5,-122,2.5,100,-148,126,46.5,-110,-110,2025-10-24T18:45:54.951906
8,Arizona Cardinals @ Dallas Cowboys,Arizona Cardinals,Dallas Cowboys,3,-104,-3,-118,142,-168,51.5,-105,-115,2025-10-24T18:45:54.951906
8,Buffalo Bills @ Carolina Panthers,Buffalo Bills,Carolina Panthers,-7.5,-102,7.5,-120,-400,315,46.5,-110,-110,2025-10-25T00:13:09.325148
8,New York Jets @ Cincinnati Bengals,New York Jets,Cincinnati Bengals,6.5,-115,-6.5,-105,240,-295,44.5,-110,-110,2025-10-25T00:13:09.325148
8,Chicago Bears @ Baltimore Ravens,Chicago Bears,Baltimore Ravens,7,-108,-7,-112,285,-355,49.5,-115,-105,2025-10-25T00:13:09.325148
8,Cleveland Browns @ New England Patriots,Cleveland Browns,New England Patriots,7,-114,-7,-106,290,-360,40.5,-105,-115,2025-10-25T00:13:09.325148
8,San Francisco 49ers @ Houston Texans,San Francisco 49ers,Houston Texans,1.5,-105,-1.5,-115,110,-130,41.5,-115,-105,2025-10-25T00:13:09.325148
8,Miami Dolphins @ Atlanta Falcons,Miami Dolphins,Atlanta Falcons,7.5,-112,-7.5,-108,330,-420,44.5,-114,-106,2025-10-25T00:13:09.325148
8,New York Giants @ Philadelphia Eagles,New York Giants,Philadelphia Eagles,7,-110,-7,-110,285,-355,43.5,-110,-110,2025-10-25T00:13:09.325148
8,Tampa Bay Buccaneers @ New Orleans Saints,Tampa Bay Buccaneers,New Orleans Saints,-4.5,-102,4.5,-120,-220,184,46.5,-106,-114,2025-10-25T00:13:09.325148
8,Tennessee Titans @ Indianapolis Colts,Tennessee Titans,Indianapolis Colts,14.5,-110,-14.5,-110,810,-1350,46.5,-120,-102,2025-10-25T00:13:09.325148
8,Dallas Cowboys @ Denver Broncos,Dallas Cowboys,Denver Broncos,3.5,-115,-3.5,-105,154,-184,50.5,-118,-104,2025-10-25T00:13:09.325148
8,Green Bay Packers @ Pittsburgh Steelers,Green Bay Packers,Pittsburgh Steelers,-3,-102,3,-120,-152,128,45.5,-110,-110,2025-10-25T00:13:09.325148
8,Washington Commanders @ Kansas City Chiefs,Washington Commanders,Kansas City Chiefs,11.5,-102,-11.5,-120,590,-850,47.5,-115,-105,2025-10-25T00:13:09.325148
8,Baltimore Ravens @ Miami Dolphins,Baltimore Ravens,Miami Dolphins,-8.5,-105,8.5,-115,-420,330,48.5,-105,-115,2025-10-25T00:13:09.325148
8,Atlanta Falcons @ New England Patriots,Atlanta Falcons,New England Patriots,3,-110,-3,-110,134,-158,45.5,-105,-115,2025-10-25T00:13:09.325148
8,Carolina Panthers @ Green Bay Packers,Carolina Panthers,Green Bay Packers,10.5,-112,-10.5,-108,440,-590,43.5,-105,-115,2025-10-25T00:13:09.325148
8,Denver Broncos @ Houston Texans,Denver Broncos,Houston Texans,-1.5,-104,1.5,-118,-112,-104,39.5,-105,-115,2025-10-25T00:13:09.325148
8,Los Angeles Chargers @ Tennessee Titans,Los Angeles Chargers,Tennessee Titans,-8.5,-115,8.5,-105,-500,385,43.5,-115,-105,2025-10-25T00:13:09.325148
8,Chicago Bears @ Cincinnati Bengals,Chicago Bears,Cincinnati Bengals,-1.5,-110,1.5,-110,-124,106,47.5,-118,-104,2025-10-25T00:13:09.325148
8,Indianapolis Colts @ Pittsburgh Steelers,Indianapolis Colts,Pittsburgh Steelers,-2.5,-114,2.5,-106,-142,120,47.5,-115,-105,2025-10-25T00:13:09.325148
8,San Francisco 49ers @ New York Giants,San Francisco 49ers,New York Giants,-3,-106,3,-114,-154,130,45.5,-118,-104,2025-10-25T00:13:09.325148
8,Minnesota Vikings @ Detroit Lions,Minnesota Vikings,Detroit Lions,8.5,-110,-8.5,-110,370,-480,47.5,-110,-110,2025-10-25T00:13:09.325148
8,New Orleans Saints @ Los Angeles Rams,New Orleans Saints,Los Angeles Rams,12.5,-115,-12.5,-105,530,-770,45.5,-115,-105,2025-10-25T00:13:09.325148
8,Jacksonville Jaguars @ Las Vegas Raiders,Jacksonville Jaguars,Las Vegas Raiders,-3,-110,3,-110,-162,136,43.5,-110,-110,2025-10-25T00:13:09.325148
8,Kansas City Chiefs @ Buffalo Bills,Kansas City Chiefs,Buffalo Bills,-1.5,-110,1.5,-110,-124,106,50.5,-110,-110,2025-10-25T00:13:09.325148
8,Seattle Seahawks @ Washington Commanders,Seattle Seahawks,Washington Commanders,-2.5,-122,2.5,100,-148,126,46.5,-110,-110,2025-10-25T00:13:09.325148
8,Arizona Cardinals @ Dallas Cowboys,Arizona Cardinals,Dallas Cowboys,3,-104,-3,-118,142,-168,51.5,-105,-115,2025-10-25T00:13:09.325148
8,Buffalo Bills @ Carolina Panthers,Buffalo Bills,Carolina Panthers,-7.5,-102,7.5,-120,-405,320,46.5,-110,-110,2025-10-25T19:10:27.685018
8,New York Jets @ Cincinnati Bengals,New York Jets,Cincinnati Bengals,6.5,-115,-6.5,-105,240,-295,44.5,-105,-115,2025-10-25T19:10:27.685018
8,Chicago Bears @ Baltimore Ravens,Chicago Bears,Baltimore Ravens,1.5,-105,-1.5,-115,116,-136,44.5,-115,-105,2025-10-25T19:10:27.685018
8,Cleveland Browns @ New England Patriots,Cleveland Browns,New England Patriots,7,-114,-7,-106,280,-350,40.5,-105,-115,2025-10-25T19:10:27.685018
8,San Francisco 49ers @ Houston Texans,San Francisco 49ers,Houston Texans,2.5,-115,-2.5,-105,110,-130,41.5,-115,-105,2025-10-25T19:10:27.685018
8,Miami Dolphins @ Atlanta Falcons,Miami Dolphins,Atlanta Falcons,7,-106,-7,-114,295,-370,44.5,-104,-118,2025-10-25T19:10:27.685018
8,New York Giants @ Philadelphia Eagles,New York Giants,Philadelphia Eagles,7.5,-108,-7.5,-112,320,-405,43.5,-110,-110,2025-10-25T19:10:27.685018
8,Tampa Bay Buccaneers @ New Orleans Saints,Tampa Bay Buccaneers,New Orleans Saints,-3.5,-115,3.5,-105,-200,168,46.5,-106,-114,2025-10-25T19:10:27.685018
8,Tennessee Titans @ Indianapolis Colts,Tennessee Titans,Indianapolis Colts,14.5,-110,-14.5,-110,810,-1350,46.5,-120,-102,2025-10-25T19:10:27.685018
8,Dallas Cowboys @ Denver Broncos,Dallas Cowboys,Denver Broncos,3.5,-115,-3.5,-105,154,-184,50.5,-118,-104,2025-10-25T19:10:27.685018
8,Green Bay Packers @ Pittsburgh Steelers,Green Bay Packers,Pittsburgh Steelers,-3,-102,3,-120,-152,128,45.5,-110,-110,2025-10-25T19:10:27.685018
8,Washington Commanders @ Kansas City Chiefs,Washington Commanders,Kansas City Chiefs,11.5,-105,-11.5,-115,540,-770,47.5,-115,-105,2025-10-25T19:10:27.685018
8,Atlanta Falcons @ New England Patriots,Atlanta Falcons,New England Patriots,3,-110,-3,-110,134,-158,45.5,-105,-115,2025-10-25T19:10:27.685018
8,Carolina Panthers @ Green Bay Packers,Carolina Panthers,Green Bay Packers,10.5,-112,-10.5,-108,440,-590,43.5,-105,-115,2025-10-25T19:10:27.685018
8,Denver Broncos @ Houston Texans,Denver Broncos,Houston Texans,-1.5,-104,1.5,-118,-112,-104,39.5,-105,-115,2025-10-25T19:10:27.685018
8,Los Angeles Chargers @ Tennessee Titans,Los Angeles Chargers,Tennessee Titans,-8.5,-115,8.5,-105,-500,385,43.5,-115,-105,2025-10-25T19:10:27.685018
8,Chicago Bears @ Cincinnati Bengals,Chicago Bears,Cincinnati Bengals,-1.5,-110,1.5,-110,-124,106,47.5,-118,-104,2025-10-25T19:10:27.685018
8,Indianapolis Colts @ Pittsburgh Steelers,Indianapolis Colts,Pittsburgh Steelers,-2.5,-114,2.5,-106,-142,120,47.5,-115,-105,2025-10-25T19:10:27.685018
8,San Francisco 49ers @ New York Giants,San Francisco 49ers,New York Giants,-3,-106,3,-114,-154,130,45.5,-118,-104,2025-10-25T19:10:27.685018
8,Minnesota Vikings @ Detroit Lions,Minnesota Vikings,Detroit Lions,8.5,-110,-8.5,-110,370,-480,47.5,-110,-110,2025-10-25T19:10:27.685018
8,New Orleans Saints @ Los Angeles Rams,New Orleans Saints,Los Angeles Rams,12.5,-115,-12.5,-105,530,-770,45.5,-115,-105,2025-10-25T19:10:27.685018
8,Jacksonville Jaguars @ Las Vegas Raiders,Jacksonville Jaguars,Las Vegas Raiders,-3,-110,3,-110,-162,136,43.5,-110,-110,2025-10-25T19:10:27.685018
8,Kansas City Chiefs @ Buffalo Bills,Kansas City Chiefs,Buffalo Bills,-1.5,-110,1.5,-110,-124,106,50.5,-110,-110,2025-10-25T19:10:27.685018
8,Seattle Seahawks @ Washington Commanders,Seattle Seahawks,Washington Commanders,-2.5,-122,2.5,100,-148,126,46.5,-110,-110,2025-10-25T19:10:27.685018
8,Arizona Cardinals @ Dallas Cowboys,Arizona Cardinals,Dallas Cowboys,3,-104,-3,-118,142,-168,51.5,-105,-115,2025-10-25T19:10:27.685018
8,Buffalo Bills @ Carolina Panthers,Buffalo Bills,Carolina Panthers,-7.5,-102,7.5,-120,-405,320,46.5,-110,-110,2025-10-25T19:14:46.647779
8,New York Jets @ Cincinnati Bengals,New York Jets,Cincinnati Bengals,6.5,-115,-6.5,-105,240,-295,44.5,-105,-115,2025-10-25T19:14:46.647779
8,Chicago Bears @ Baltimore Ravens,Chicago Bears,Baltimore Ravens,1.5,-105,-1.5,-115,116,-136,44.5,-115,-105,2025-10-25T19:14:46.647779
8,Cleveland Browns @ New England Patriots,Cleveland Browns,New England Patriots,7,-114,-7,-106,280,-350,40.5,-105,-115,2025-10-25T19:14:46.647779
8,San Francisco 49ers @ Houston Texans,San Francisco 49ers,Houston Texans,2.5,-115,-2.5,-105,110,-130,41.5,-115,-105,2025-10-25T19:14:46.647779
8,Miami Dolphins @ Atlanta Falcons,Miami Dolphins,Atlanta Falcons,7,-106,-7,-114,295,-370,44.5,-104,-118,2025-10-25T19:14:46.647779
8,New York Giants @ Philadelphia Eagles,New York Giants,Philadelphia Eagles,7.5,-108,-7.5,-112,320,-405,43.5,-110,-110,2025-10-25T19:14:46.647779
8,Tampa Bay Buccaneers @ New Orleans Saints,Tampa Bay Buccaneers,New Orleans Saints,-3.5,-115,3.5,-105,-200,168,46.5,-106,-114,2025-10-25T19:14:46.647779
8,Tennessee Titans @ Indianapolis Colts,Tennessee Titans,Indianapolis Colts,14.5,-110,-14.5,-110,810,-1350,46.5,-120,-102,2025-10-25T19:14:46.647779
8,Dallas Cowboys @ Denver Broncos,Dallas Cowboys,Denver Broncos,3.5,-115,-3.5,-105,154,-184,50.5,-118,-104,2025-10-25T19:14:46.647779
8,Green Bay Packers @ Pittsburgh Steelers,Green Bay Packers,Pittsburgh Steelers,-3,-102,3,-120,-152,128,45.5,-110,-110,2025-10-25T19:14:46.647779
8,Washington Commanders @ Kansas City Chiefs,Washington Commanders,Kansas City Chiefs,11.5,-105,-11.5,-115,540,-770,47.5,-115,-105,2025-10-25T19:14:46.647779
8,Atlanta Falcons @ New England Patriots,Atlanta Falcons,New England Patriots,3,-110,-3,-110,134,-158,45.5,-105,-115,2025-10-25T19:14:46.647779
8,Carolina Panthers @ Green Bay Packers,Carolina Panthers,Green Bay Packers,10.5,-112,-10.5,-108,440,-590,43.5,-105,-115,2025-10-25T19:14:46.647779
8,Denver Broncos @ Houston Texans,Denver Broncos,Houston Texans,-1.5,-104,1.5,-118,-112,-104,39.5,-105,-115,2025-10-25T19:14:46.647779
8,Los Angeles Chargers @ Tennessee Titans,Los Angeles Chargers,Tennessee Titans,-8.5,-115,8.5,-105,-500,385,43.5,-115,-105,2025-10-25T19:14:46.647779
8,Chicago Bears @ Cincinnati Bengals,Chicago Bears,Cincinnati Bengals,-1.5,-110,1.5,-110,-124,106,47.5,-118,-104,2025-10-25T19:14:46.647779
8,Indianapolis Colts @ Pittsburgh Steelers,Indianapolis Colts,Pittsburgh Steelers,-2.5,-114,2.5,-106,-142,120,47.5,-115,-105,2025-10-25T19:14:46.647779
8,San Francisco 49ers @ New York Giants,San Francisco 49ers,New York Giants,-3,-106,3,-114,-154,130,45.5,-118,-104,2025-10-25T19:14:46.647779
8,Minnesota Vikings @ Detroit Lions,Minnesota Vikings,Detroit Lions,8.5,-110,-8.5,-110,370,-480,47.5,-110,-110,2025-10-25T19:14:46.647779
8,New Orleans Saints @ Los Angeles Rams,New Orleans Saints,Los Angeles Rams,12.5,-115,-12.5,-105,530,-770,45.5,-115,-105,2025-10-25T19:14:46.647779
8,Jacksonville Jaguars @ Las Vegas Raiders,Jacksonville Jaguars,Las Vegas Raiders,-3,-110,3,-110,-162,136,43.5,-110,-110,2025-10-25T19:14:46.647779
8,Kansas City Chiefs @ Buffalo Bills,Kansas City Chiefs,Buffalo Bills,-1.5,-110,1.5,-110,-124,106,50.5,-110,-110,2025-10-25T19:14:46.647779
8,Seattle Seahawks @ Washington Commanders,Seattle Seahawks,Washington Commanders,-2.5,-122,2.5,100,-148,126,46.5,-110,-110,2025-10-25T19:14:46.647779
8,Arizona Cardinals @ Dallas Cowboys,Arizona Cardinals,Dallas Cowboys,3,-104,-3,-118,142,-168,51.5,-105,-115,2025-10-25T19:14:46.647779
8,Buffalo Bills @ Carolina Panthers,Buffalo Bills,Carolina Panthers,-7.5,-102,7.5,-120,-405,320,,-110,-110,2025-10-25T20:40:42.989244
8,New York Jets @ Cincinnati Bengals,New York Jets,Cincinnati Bengals,6.5,-115,-6.5,-105,240,-295,,-105,-115,2025-10-25T20:40:42.989244
8,Chicago Bears @ Baltimore Ravens,Chicago Bears,Baltimore Ravens,1.5,-105,-1.5,-115,116,-136,,-115,-105,2025-10-25T20:40:42.989244
8,Cleveland Browns @ New England Patriots,Cleveland Browns,New England Patriots,7,-114,-7,-106,280,-350,,-105,-115,2025-10-25T20:40:42.989244
8,San Francisco 49ers @ Houston Texans,San Francisco 49ers,Houston Texans,2.5,-115,-2.5,-105,110,-130,,-115,-105,2025-10-25T20:40:42.989244
8,Miami Dolphins @ Atlanta Falcons,Miami Dolphins,Atlanta Falcons,7,-106,-7,-114,295,-370,,-104,-118,2025-10-25T20:40:42.989244
8,New York Giants @ Philadelphia Eagles,New York Giants,Philadelphia Eagles,7.5,-108,-7.5,-112,320,-405,,-110,-110,2025-10-25T20:40:42.989244
8,Tampa Bay Buccaneers @ New Orleans Saints,Tampa Bay Buccaneers,New Orleans Saints,-3.5,-115,3.5,-105,-200,168,,-106,-114,2025-10-25T20:40:42.989244
8,Tennessee Titans @ Indianapolis Colts,Tennessee Titans,Indianapolis Colts,14.5,-110,-14.5,-110,810,-1350,,-120,-102,2025-10-25T20:40:42.989244
8,Dallas Cowboys @ Denver Broncos,Dallas Cowboys,Denver Broncos,3.5,-115,-3.5,-105,154,-184,,-118,-104,2025-10-25T20:40:42.989244
8,Green Bay Packers @ Pittsburgh Steelers,Green Bay Packers,Pittsburgh Steelers,-3,-102,3,-120,-152,128,,-110,-110,2025-10-25T20:40:42.989244
8,Washington Commanders @ Kansas City Chiefs,Washington Commanders,Kansas City Chiefs,11.5,-105,-11.5,-115,540,-770,,-115,-105,2025-10-25T20:40:42.989244
8,Atlanta Falcons @ New England Patriots,Atlanta Falcons,New England Patriots,3,-110,-3,-110,134,-158,,-105,-115,2025-10-25T20:40:42.989244
8,Carolina Panthers @ Green Bay Packers,Carolina Panthers,Green Bay Packers,10.5,-112,-10.5,-108,440,-590,,-105,-115,2025-10-25T20:40:42.989244
8,Denver Broncos @ Houston Texans,Denver Broncos,Houston Texans,-1.5,-104,1.5,-118,-112,-104,,-105,-115,2025-10-25T20:40:42.989244
8,Los Angeles Chargers @ Tennessee Titans,Los Angeles Chargers,Tennessee Titans,-8.5,-115,8.5,-105,-500,385,,-115,-105,2025-10-25T20:40:42.989244
8,Chicago Bears @ Cincinnati Bengals,Chicago Bears,Cincinnati Bengals,-1.5,-110,1.5,-110,-124,106,,-118,-104,2025-10-25T20:40:42.989244
8,Indianapolis Colts @ Pittsburgh Steelers,Indianapolis Colts,Pittsburgh Steelers,-2.5,-114,2.5,-106,-142,120,,-115,-105,2025-10-25T20:40:42.989244
8,San Francisco 49ers @ New York Giants,San Francisco 49ers,New York Giants,-3,-106,3,-114,-154,130,,-118,-104,2025-10-25T20:40:42.989244
8,Minnesota Vikings @ Detroit Lions,Minnesota Vikings,Detroit Lions,8.5,-110,-8.5,-110,370,-480,,-110,-110,2025-10-25T20:40:42.989244
8,New Orleans Saints @ Los Angeles Rams,New Orleans Saints,Los Angeles Rams,12.5,-115,-12.5,-105,530,-770,,-115,-105,2025-10-25T20:40:42.989244
8,Jacksonville Jaguars @ Las Vegas Raiders,Jacksonville Jaguars,Las Vegas Raiders,-3,-110,3,-110,-162,136,,-110,-110,2025-10-25T20:40:42.989244
8,Kansas City Chiefs @ Buffalo Bills,Kansas City Chiefs,Buffalo Bills,-1.5,-110,1.5,-110,-124,106,,-110,-110,2025-10-25T20:40:42.989244
8,Seattle Seahawks @ Washington Commanders,Seattle Seahawks,Washington Commanders,-2.5,-122,2.5,100,-148,126,,-110,-110,2025-10-25T20:40:42.989244
8,Arizona Cardinals @ Dallas Cowboys,Arizona Cardinals,Dallas Cowboys,3,-104,-3,-118,142,-168,,-105,-115,2025-10-25T20:40:42.989244
