week,game,away_team,home_team,away_spread_line,away_spread_odds,home_spread_line,home_spread_odds,away_moneyline,home_moneyline,total_line,over_odds,under_odds,scrape_timestamp
10,Pittsburgh Steelers @ Los Angeles Chargers,Pittsburgh Steelers,Los Angeles Chargers,2.5,-102,-2.5,-120,132,-156,,-112,-108,2025-11-08T13:24:36.916913
10,Philadelphia Eagles @ Green Bay Packers,Philadelphia Eagles,Green Bay Packers,1.5,-110,-1.5,-110,104,-122,,-120,-102,2025-11-08T13:24:36.916913
10,New York Jets @ New England Patriots,New York Jets,New England Patriots,9.5,-105,-9.5,-115,490,-670,,-115,-105,2025-11-08T13:24:36.916913
10,Washington Commanders @ Miami Dolphins,Washington Commanders,Miami Dolphins,-1.5,-104,1.5,-118,-112,-104,,-115,-105,2025-11-08T13:24:36.916913
10,Chicago Bears @ Minnesota Vikings,Chicago Bears,Minnesota Vikings,2.5,-108,-2.5,-112,120,-142,,-105,-115,2025-11-08T13:24:36.916913
10,Green Bay Packers @ New York Giants,Green Bay Packers,New York Giants,-7,-105,7,-115,-310,250,,-110,-110,2025-11-08T13:24:36.916913
10,Carolina Panthers @ Atlanta Falcons,Carolina Panthers,Atlanta Falcons,3,-110,-3,-110,138,-164,,-110,-110,2025-11-08T13:24:36.916913
10,Los Angeles Chargers @ Jacksonville Jaguars,Los Angeles Chargers,Jacksonville Jaguars,-2.5,-102,2.5,-120,-126,108,,-120,-102,2025-11-08T13:24:36.916913
10,Cincinnati Bengals @ Pittsburgh Steelers,Cincinnati Bengals,Pittsburgh Steelers,5.5,-118,-5.5,-104,194,-240,,-110,-110,2025-11-08T13:24:36.916913
10,Tampa Bay Buccaneers @ Buffalo Bills,Tampa Bay Buccaneers,Buffalo Bills,6.5,-120,-6.5,-102,215,-260,,-115,-105,2025-11-08T13:24:36.916913
10,Houston Texans @ Tennessee Titans,Houston Texans,Tennessee Titans,-7.5,-115,7.5,-105,-420,330,,-110,-110,2025-11-08T13:24:36.916913
10,Seattle Seahawks @ Los Angeles Rams,Seattle Seahawks,Los Angeles Rams,2.5,-105,-2.5,-115,122,-144,,-105,-115,2025-11-08T13:24:36.916913
10,San Francisco 49ers @ Arizona Cardinals,San Francisco 49ers,Arizona Cardinals,-1.5,-110,1.5,-110,-122,104,,-110,-110,2025-11-08T13:24:36.916913
10,Kansas City Chiefs @ Denver Broncos,Kansas City Chiefs,Denver Broncos,-3.5,-105,3.5,-115,-180,152,,-110,-110,2025-11-08T13:24:36.916913
10,Baltimore Ravens @ Cleveland Browns,Baltimore Ravens,Cleveland Browns,-8.5,-110,8.5,-110,-480,370,,-115,-105,2025-11-08T13:24:36.916913
10,Detroit Lions @ Philadelphia Eagles,Detroit Lions,Philadelphia Eagles,1.5,-115,-1.5,-105,-102,-116,,-115,-105,2025-11-08T13:24:36.916913
10,Dallas Cowboys @ Las Vegas Raiders,Dallas Cowboys,Las Vegas Raiders,-3.5,-112,3.5,-108,-196,164,,-110,-110,2025-11-08T13:24:36.916913
